x	uextbe1	uapxbe1	ebe1
0.00497512437810945	0.00207250341321435	0.00207250688267641	3.46946227953657e-09
0.00995024875621891	0.00413052994382089	0.00413053687011374	6.92629307293829e-09
0.0149253731343284	0.00617400738806561	0.00617401775834574	1.03702803479905e-08
0.0199004975124378	0.00820286318207678	0.00820287698328657	1.38012100116269e-08
0.0248756218905473	0.0102170244000689	0.0102170416189348	1.72188661211325e-08
0.0298507462686567	0.0122164177525375	0.0122164383755682	2.06230309617722e-08
0.0348258706467662	0.0142009695844454	0.01420099359793	2.40134847718371e-08
0.0398009950248756	0.0161706058733989	0.0161706332634052	2.73900065093924e-08
0.0447761194029851	0.0181252522278169	0.018125282980189	3.07523723708236e-08
0.0497512437810945	0.0200648338850878	0.020064867985445	3.41003574474974e-08
0.054726368159204	0.0219892757097204	0.0219893131434548	3.74337346606413e-08
0.0597014925373134	0.0238985021914838	0.0238985429437584	4.07522747943034e-08
0.0646766169154229	0.025792437443538	0.0257924814992849	4.40557471094449e-08
0.0696517412935323	0.0276710052005558	0.0276710525444743	4.73439187194391e-08
0.0746268656716418	0.0295341288168351	0.0295341794333899	5.06165549821191e-08
0.0796019900497512	0.031381731264402	0.0313817851378206	5.38734188648693e-08
0.0845771144278607	0.0332137351311037	0.0332137922453752	5.71142717009643e-08
0.0895522388059702	0.0350300626186928	0.0350301229575654	6.03388728079302e-08
0.0945273631840796	0.0368306355409013	0.0368306990878807	6.35469795742805e-08
0.0995024875621891	0.0386153753215062	0.0386154420598528	6.67383468974658e-08
0.104477611940299	0.0403842029923828	0.0403842729051111	6.99127285230805e-08
0.109452736318408	0.0421370391915526	0.0421371122614275	7.30698751297276e-08
0.114427860696517	0.0438738041612165	0.0438738803707524	7.62095361331316e-08
0.119402985074627	0.0455944177457822	0.0455944970772405	7.93314584995874e-08
0.124378109452736	0.0472987993898797	0.0472988818252666	8.24353870929051e-08
0.129353233830846	0.0489868681363672	0.0489869536574319	8.55210649727822e-08
0.134328358208955	0.0506585426243277	0.0506586312125601	8.85882326523424e-08
0.139303482587065	0.0523137410870548	0.0523138327236834	9.16366288475357e-08
0.144278606965174	0.053952381350029	0.0539524760160188	9.4665989991416e-08
0.149253731343284	0.0555743808288836	0.0555744785049338	9.76760503798579e-08
0.154228855721393	0.0571796565273607	0.0571797571939027	1.00666542199312e-07
0.159203980099502	0.0587681250352569	0.058768228672452	1.03637195270068e-07
