Var1	uextS100	uapxS100	eS100	uextS1000	uapxS1000	eS1000	uextS10000	uapxS10000	eS10000
0.0166666666666667	0.000197120652956073	0.00019712029365381	3.59302484900098e-10	0.000196618059220555	0.000196617694193759	3.65027017510192e-10	0.000191731101595316	0.000191730737212762	3.64382776041209e-10
0.0333333333333333	0.000393596639014504	0.000393596277329043	3.61685683085335e-10	0.000392592839162376	0.000392592474030445	3.65132152540647e-10	0.000382832498505348	0.000382832134695638	3.63809931291058e-10
0.05	0.00058880336268885	0.000588803369061496	6.37286837884554e-12	0.000587301148371466	0.000587301148489887	1.1864261743183e-13	0.00057269453037101	0.000572694530370978	2.54028569013354e-16
0.0666666666666667	0.000782138175736691	0.000782137810540256	3.65196657094689e-10	0.000780141706897553	0.000780141342019027	3.64878747875774e-10	0.000760729359770007	0.000760728997694185	3.62076044493898e-10
0.0833333333333333	0.000973020320316209	0.000973019954484745	3.65831686450178e-10	0.000970535140396578	0.000970534775515356	3.64881443636056e-10	0.000946370925819728	0.000946370564256531	3.61563418961597e-10
0.1	0.00116089096877658	0.00116089097630712	7.53075813514359e-12	0.00115792397565428	0.00115792397576024	1.0617613559194e-13	0.00112907489952141	0.00112907489952077	8.63675450601953e-16
0.116666666666667	0.00134521323502668	0.00134521287376263	3.61264263946601e-10	0.00134177263667823	0.00134177227193092	3.64747527103679e-10	0.00130831864078873	0.00130831828076356	3.60025393178476e-10
0.133333333333333	0.00152547212337595	0.00152547175418159	3.69194581590487e-10	0.00152156743986609	0.00152156707513765	3.64728666322686e-10	0.00148360115721591	0.00148360079764082	3.59575313751623e-10
0.15	0.00170117454558749	0.00170117454638357	7.96300308678055e-13	0.00169681659023979	0.0016968165903698	1.30230244990703e-13	0.0016544430645351	0.00165444306453441	9.12464548363801e-16
0.166666666666667	0.00187184936635276	0.00187184900036894	3.65984041466802e-10	0.00186705017796385	0.00186704981341889	3.64545175947015e-10	0.0018203865487898	0.0018203861905581	3.58231923508825e-10
0.183333333333333	0.00203704734076382	0.00203704697442909	3.66334948920938e-10	0.00203182017372683	0.00203181980920223	3.64524823954354e-10	0.00198099533020279	0.00198099497236143	3.57841584922719e-10
0.2	0.00219634114841938	0.00219634114728911	1.13048979899499e-12	0.0021907004258992	0.0021907004259884	8.94258625483424e-14	0.0021358546287531	0.00213585462875253	7.8756445809347e-16
0.216666666666667	0.00234932538205612	0.00234932501784043	3.64215916107136e-10	0.00234328665712269	0.00234328629273097	3.64391940232967e-10	0.0022845711314381	0.00228457077474612	3.56692201816666e-10
0.233333333333333	0.00249561654754871	0.00249561619215268	3.55396249755724e-10	0.00248919646075763	0.00248919609641157	3.64346277540589e-10	0.00242677296123528	0.00242677260487383	3.56361671942362e-10
0.25	0.00263485309233147	0.00263485309582151	3.49026016421838e-12	0.00262806929825388	0.00262806929831136	5.77064437901065e-14	0.00256210964776438	0.00256210964776367	9.27209697909603e-16
0.266666666666667	0.00276669533718632	0.00276669497374233	3.63444214827868e-10	0.00275956649602449	0.00275956613175524	3.64269468755563e-10	0.00269025209961704	0.00269025174421177	3.5540549539817e-10
0.283333333333333	0.00289082554445486	0.00289082517704717	3.67407912687384e-10	0.00288337124288773	0.00288337087870711	3.64180842600537e-10	0.0028108925783954	0.0028108922232601	3.55135519949923e-10
0.3	0.00300694787256361	0.00300694787563421	3.07081747183413e-12	0.0029991885877223	0.0029991885878541	1.32021997500953e-13	0.00292374467442791	0.00292374467442749	6.41414005242424e-16
0.316666666666667	0.00311478842149882	0.00311478805798271	3.63516322512275e-10	0.00310674543683831	0.00310674507276114	3.64077397136536e-10	0.0030285432841608	0.00302854292978954	3.54371482678972e-10
0.333333333333333	0.00321409518164728	0.00321409481803817	3.63609336216653e-10	0.00320579055212988	0.00320579018795111	3.64178998589482e-10	0.00312504458924145	0.0031250442350796	3.54162080305059e-10
0.35	0.00330463806221815	0.00330463806790023	5.68230879016696e-12	0.0032960945485172	0.00329609454856875	5.17680516509689e-14	0.00321302603727913	0.00321302603727873	6.21031004399697e-16
0.366666666666667	0.0033862088969272	0.00338620853767882	3.59248603955253e-10	0.00337744989295175	0.00337744952894544	3.64006525442606e-10	0.00329228632427903	0.00329228597069111	3.53588141838862e-10
0.383333333333333	0.00345862142125952	0.00345862106235085	3.58908894357995e-10	0.00344967090235571	0.00344967053839694	3.63958991417279e-10	0.00336264537875985	0.00336264502532053	3.53439549762719e-10
0.4	0.00352171129520684	0.00352171129458333	6.23737173022221e-13	0.00351259374205881	0.00351259374223394	1.75346716313474e-13	0.00342394434753857	0.00342394434753774	1.04430353253804e-15
