Var1	uextS100beta0	uapxS100beta0	eS100beta0	uapxS100beta20000000000	uapxS100beta20000000000000	uextS1000beta0	uapxS1000beta0	eS1000beta0	uapxS1000beta20000000000	uapxS1000beta20000000000000	uextS10000beta0	uapxS10000beta0	eS10000beta0	uapxS10000beta20000000000	uapxS10000beta20000000000000
0.0125	0.000295588182552819	0.000295588130278445	5.2274596326965e-11	0.00014852369156848	0.000147876645931564	0.000292972719790896	0.000292972661982784	5.78083345624016e-11	0.000148142246420062	0.00014749961552059	0.000269443294923288	0.000269443237465702	5.74578081511193e-11	0.000144434174959734	0.000143833612574282
0.025	0.000590903118791175	0.000590903120713504	1.92255098559885e-12	0.000296774178012835	0.000295480086451783	0.000585673353299399	0.000585673353286698	1.29229309545065e-14	0.000296011879270276	0.000294726614618744	0.000538625162612938	0.000538625163101951	4.89235063051707e-13	0.000288601489012545	0.000287400337583036
0.0375	0.000885677894757464	0.000885677842386758	5.23709276899903e-11	0.000444484265133881	0.000442543127074258	0.000877836170900537	0.000877836113144349	5.77564094640659e-11	0.000443342294889618	0.000441414390780835	0.000807290522088167	0.00080729046529268	5.67957089778887e-11	0.000432241081234991	0.00043043928744311
0.05	0.00117965255981289	0.00117965256432539	4.51271940822562e-12	0.000591394156677977	0.000588805971258126	0.0011692023763743	0.00116920237644866	7.45787979983259e-14	0.000589874285271267	0.000587303733147417	0.00107519120527622	0.00107519120622671	9.5071476732822e-13	0.000575099463983015	0.000572696947848213
0.0625	0.00147257408116275	0.00147257402865067	5.25122950765372e-11	0.000737250529485485	0.000734015295556531	0.00145952010583983	0.00145952004821696	5.76230955312562e-11	0.000735355112524826	0.000732141900975434	0.00134208594600072	0.00134208588982918	5.61717525791872e-11	0.000716929590659157	0.000713926245535339
0.075	0.00176419637227809	0.0017641963751866	2.90872621128146e-12	0.000881807458099361	0.000877925174225208	0.00174854442654748	0.00174854442670897	1.61713090834903e-13	0.000879539431990129	0.000875683546751998	0.00160774036927069	0.00160774037065598	1.38550759407052e-12	0.000857491764245602	0.000853887456816073
0.0875	0.00205428027015842	0.00205428021664444	5.35142017504819e-11	0.00102482548994973	0.00102029615440706	0.00203603733588409	0.00203603727825062	5.76336890538431e-11	0.00102218836705988	0.00101768979101703	0.00187192698087779	0.00187192692529354	5.55844740894595e-11	0.00099655270860542	0.000992347278877366
0.1	0.00234259356375333	0.00234259356320844	5.45112132516179e-13	0.00116607256993947	0.00116089618071776	0.00232176776002291	0.00232176776012359	1.00899757299322e-13	0.00116307043206429	0.0011579291452479	0.00213442515729723	0.00213442515909007	1.7930609254313e-12	0.00113388647478656	0.00112907973608347
0.1125	0.00262891095417217	0.00262891089775485	5.64175394769662e-11	0.00130532311566331	0.00129949967046479	0.00260551155321309	0.00260551149573235	5.74809600958903e-11	0.00130196060743773	0.00129617658702603	0.00239502113589296	0.00239502108085888	5.50343065390535e-11	0.00126927351569224	0.00126386525464618
0.125	0.00291301410015876	0.00291301410041628	2.57735673081516e-13	0.00144235894197204	0.00143588843821173	0.00288705149714019	0.00288705149728183	1.41855277524527e-13	0.0014386412623906	0.00143221448270877	0.0026535080054324	0.00265350800760732	2.17513854150475e-12	0.0014025015903168	0.00139649156685829
0.1375	0.00319469157830099	0.00319469152383351	5.44676972795421e-11	0.00157696833622443	0.00156985077103014	0.00316617729872348	0.00316617724127112	5.74525860913555e-11	0.00157290123040358	0.00156583166292364	0.00290968569689953	0.00290968564237942	5.45203378971015e-11	0.00153336484162094	0.00152675278896903
0.15	0.00347373891713687	0.00347373891770021	5.63562217725799e-13	0.00170894698283179	0.00170118235304407	0.00344268559075545	0.00344268559097553	2.20304677278627e-13	0.00170453673170305	0.00169682434504376	0.00316336097461356	0.00316336097714318	2.5298378843186e-12	0.00166166469886	0.00165445032350964
0.1625	0.00374995855736415	0.00374995850404591	5.3318461191304e-11	0.00183809703854103	0.00182968534071324	0.00371637992969909	0.0037163798722508	5.74485112259104e-11	0.00183335044906658	0.00182499520899324	0.00341434742765223	0.0034143473736087	5.40437534134186e-11	0.00178720895850032	0.00177939194021017
0.175	0.0040231599029994	0.00402315990176266	1.23695411552438e-12	0.00196422805696117	0.00195516928735942	0.00398707079554583	0.0039870707958358	2.9019321667878e-13	0.00195915245011831	0.00195015431954266	0.00366246546157711	0.00366246546443425	2.85736148283866e-12	0.00190981268480013	0.00190139267657744
0.1875	0.00429315925316587	0.00429315920191759	5.12484993678286e-11	0.002087156063876	0.00207745021847917	0.00425457559082076	0.00425457553345082	5.73701685116501e-11	0.00208175926342917	0.00207211820240921	0.00390754229045998	0.00390754223685664	5.36035599588147e-11	0.00202929729360384	0.00202027392169001
0.2	0.00455977988735867	0.0045597798922631	4.90465307256827e-12	0.00220670448175412	0.00219635155625387	0.00451871863958786	0.00451871863993733	3.49687293010881e-13	0.00220099480064865	0.00219071076638845	0.00414941192921736	0.004149411932376	3.15886206081473e-12	0.00214549145133547	0.00213586431518844
0.2125	0.00482285198586396	0.00482285193257738	5.32868055236335e-11	0.00232270320508951	0.00231170319489026	0.00477933118702367	0.0047793311296339	5.73899998704275e-11	0.00231668943288338	0.00230576237973293	0.0043879151862356	0.00438791513303579	5.32000329206417e-11	0.0022582301615082	0.00224799883378578
0.225	0.00508221267523368	0.00508221267915977	3.92631500228946e-12	0.00243498952489683	0.00242334242511576	0.00503625139806729	0.00503625139836947	3.02396128970539e-13	0.00242868091268168	0.00241711079213663	0.00462289965631202	0.00462289965974607	3.43427283139297e-12	0.00236735566228997	0.00235651968882965
0.2375	0.00533770600554817	0.00533770596019758	4.535081511714e-11	0.00254340720407823	0.00253111300954528	0.00528932435742036	0.00528932430010044	5.73201347497942e-11	0.00253681345067398	0.00252460021137548	0.00485421971388256	0.00485421966105077	5.28320139372984e-11	0.00247271651556603	0.00246127541536614
0.25	0.00558918299589095	0.00558918300024833	4.35759761607812e-12	0.00264780740190552	0.00263486610716339	0.00553840206848122	0.00553840206877383	2.92836067894431e-13	0.00264093863742657	0.00262808222516099	0.00508173650656518	0.00508173651024899	3.68403051120847e-12	0.00257416850323613	0.00256212176843307
0.2625	0.00583650155476789	0.00583650149563114	5.91369722288682e-11	0.00274804774941159	0.00273445934871576	0.00578334345242126	0.00578334339520913	5.72123546455083e-11	0.00274091452032757	0.0027274148780263	0.00530531794898881	0.00530531789648786	5.25011657412366e-11	0.00267157371866834	0.00265892081451556
0.275	0.00607952653126631	0.00607952653889755	7.63146056764752e-12	0.00284399327386114	0.00282975776117982	0.00602401434846911	0.00602401434884773	3.78838453662933e-13	0.0028366065253261	0.00282246359306529	0.00552483871693443	0.0055248387208411	3.90688870144373e-12	0.00276480146188692	0.00275154182672958
0.2875	0.00631812975484536	0.00631812969424583	6.05997491770482e-11	0.00293551547416505	0.0029206328431792	0.00626028751199215	0.00626028745486317	5.71291989409639e-11	0.00292788653404751	0.00291310024904778	0.00574018024177159	0.00574018018956595	5.22058602944742e-11	0.00285372733325613	0.00283986037850783
0.3	0.00655218992164919	0.00655218992198199	3.33020937215434e-13	0.00302249324534122	0.00300696348944457	0.00649204261534919	0.00649204261581318	4.64212869533132e-13	0.00301463380543432	0.00299920410206049	0.00595123070519454	0.00595123070929819	4.10387175631133e-12	0.00293823412771774	0.00292375923783265
