Var1	uextS100beta0	uapxS100beta0	eS100beta0	uapxS100beta20000000000	uapxS100beta20000000000000	uextS1000beta0	uapxS1000beta0	eS1000beta0	uapxS1000beta20000000000	uapxS1000beta20000000000000	uextS10000beta0	uapxS10000beta0	eS10000beta0	uapxS10000beta20000000000	uapxS10000beta20000000000000
0.00833333333333333	0.000197075769392541	0.000197075751003653	1.83891102215408e-11	9.90327958930324e-05	9.8601432152798e-05	0.000195332056165398	0.000195332033270271	2.28953497057472e-11	9.87784625793318e-05	9.83500421558e-05	0.000179645114807059	0.00017964509200264	2.28046406899277e-11	9.63060595238485e-05	9.59056862457542e-05
0.0166666666666667	0.000394070178799666	0.000394070160677682	1.81222058843675e-11	0.000197984231113991	0.000197121503548427	0.000390583094542762	0.000390583071679222	2.28637622614984e-11	0.000197475739811259	0.00019661889811898	0.000359212370578899	0.000359212347792323	2.27867974597791e-11	0.000192532638674762	0.000191731884219781
0.025	0.000590903118791175	0.000590903120709443	1.91848978110115e-12	0.000296774178007791	0.0002954800864467	0.000585673353299399	0.000585673353234945	6.46753700941916e-14	0.000296011879217399	0.000294726614565951	0.000538625162612938	0.000538625162613216	5.00576143036557e-16	0.000288601488503558	0.000287400337073948
0.0333333333333333	0.00078749584417892	0.000787495824292602	1.98865403311377e-11	0.000395323810425655	0.00039359835461373	0.000780524439960573	0.000780524417192031	2.2768763328733e-11	0.000394308229565184	0.000392594539418941	0.000717808253200225	0.000717808230470165	2.27302818494451e-11	0.000384435658762641	0.00038283408666142
0.0416666666666667	0.000983770991069832	0.000983770971609619	1.94604354332439e-11	0.000493555809207575	0.000491398988804404	0.000975059332191109	0.000975059309327091	2.28642392562442e-11	0.000492287646142824	0.000490145527120929	0.000896687770138627	0.000896687747425512	2.27133364200105e-11	0.000479959701154882	0.000477957676785318
0.05	0.00117965255981289	0.00117965256431758	4.50490968313677e-12	0.000591394156668158	0.00058880597124823	0.0011692023763743	0.00116920237634787	2.66577124957701e-14	0.000589874285168203	0.000587303733044571	0.00107519120527622	0.00107519120527649	5.011182441228e-16	0.00057509946299223	0.000572696946857237
0.0583333333333333	0.00137506593205217	0.00137506590553633	2.65160619156157e-11	0.000688764136584736	0.000685744585637441	0.00136287928867773	0.00136287926577488	2.29030772212063e-11	0.000686993603670247	0.000683994613373558	0.00125324741308086	0.00125324739042107	2.26600121045611e-11	0.000669782086035823	0.000666979030737226
0.0666666666666667	0.00156993782525205	0.00156993780532497	1.99273045980997e-11	0.000785592539673927	0.000782141622603545	0.00155601715398745	0.00155601713115813	2.28295422930597e-11	0.000783572564704872	0.000780145130318556	0.00143078660923823	0.0014307865865941	2.26443577430735e-11	0.000763936209169579	0.000760732559407092
0.075	0.00176419637227809	0.00176419637517538	2.89751079032841e-12	0.000881807458085056	0.000877925174210768	0.00174854442654748	0.00174854442656175	1.44905788757033e-14	0.000879539431839567	0.000875683546601792	0.00160774036927069	0.00160774036927136	8.92081547521073e-16	0.000857491762800064	0.000853887455370246
0.0833333333333333	0.0019577710475005	0.00195777102800093	1.94997967425947e-11	0.000977338285388914	0.000973024633944801	0.00194039092924925	0.00194039090645203	2.27974388498919e-11	0.000974823769041179	0.000970539425344845	0.00178404162719303	0.00178404160459932	2.25939384389251e-11	0.000950379967760475	0.000946374931555556
