Var1	uextS100	uapxS100	eS100	uextS1000	uapxS1000	eS1000	uextS10000	uapxS10000	eS10000
0.05	0.00058880336268885	0.0117620108463559	0.0111732074836673	0.000587301148371466	0.0117652635297298	0.0111779623813585	0.00057269453037101	0.0117653316376138	0.011192637107243
0.1	0.00116089096877658	0.0232710865841701	0.0221101956153938	0.00115792397565428	0.0232775109623122	0.0221195869866581	0.00112907489952141	0.0232776454822661	0.0221485705827449
0.15	0.00170117454558749	0.0339857602287932	0.0322845856832059	0.00169681659023979	0.0339951963128981	0.0322983797226585	0.0016544430645351	0.0339953938949281	0.0323409508303932
0.2	0.00219634114841938	0.0440215199378257	0.0418251787894065	0.0021907004258992	0.0440337336794159	0.041843033253517	0.0021358546287531	0.0440339894227939	0.041898134794041
0.25	0.00263485309233147	0.0526415755945439	0.0500067225022127	0.00262806929825388	0.0526562642748908	0.0500281949766371	0.00256210964776438	0.0526565718410029	0.0500944621932388
0.3	0.00300694787824796	0.0602632473147366	0.0572562994364888	0.00299918858779336	0.0602800483723489	0.0572808597845558	0.00292374467442835	0.0602804001695296	0.0573566554951015
0.35	0.00330463806221815	0.0660254379541115	0.0627207998918936	0.0032960945485172	0.0660439369217605	0.0627478423732435	0.00321302603727913	0.0660443242714878	0.0628312982342089
0.4	0.00352171129520684	0.0705762713797238	0.0670545600845172	0.00351259374205881	0.0705960134882571	0.0670834197461985	0.00342394434753857	0.0705964268681204	0.0671724825205821
0.45	0.00365373016961712	0.0730013615414213	0.0693476313718044	0.00364426259856998	0.0730218613551454	0.0693775987565757	0.00355221023082608	0.0730222906006059	0.0694700803697801
0.5	0.00369803228750243	0.0741086098677307	0.0704105775802285	0.00368844710102678	0.0741293645539898	0.0704409174529632	0.00359525128055571	0.0741297991362285	0.070534547855673
0.55	0.00365373016961712	0.0730013615414213	0.0693476313718044	0.00364426259849893	0.0730218613551454	0.0693775987566467	0.00355221023082608	0.0730222906006059	0.0694700803697801
0.6	0.00352171129520684	0.0705762713797238	0.0670545600845172	0.00351259374205881	0.0705960134882571	0.0670834197461985	0.00342394434753857	0.0705964268681204	0.0671724825205821
0.65	0.00330463806221815	0.0660254379541115	0.0627207998918935	0.0032960945485172	0.0660439369217606	0.0627478423732436	0.00321302603727958	0.0660443242714878	0.0628312982342085
0.7	0.00300694787824796	0.0602632473147366	0.0572562994364888	0.00299918858779336	0.060280048372349	0.0572808597845558	0.00292374467442835	0.0602804001695296	0.0573566554951015
0.75	0.00263485309233147	0.0526415755945439	0.0500067225022127	0.00262806929825388	0.0526562642748908	0.0500281949766371	0.00256210964776438	0.0526565718410029	0.0500944621932388
0.8	0.00219634114841938	0.0440215199378257	0.0418251787894066	0.0021907004258992	0.044033733679416	0.041843033253517	0.0021358546287531	0.0440339894227939	0.041898134794041
0.85	0.00170117454558749	0.0339857602287933	0.032284585683206	0.00169681659023979	0.0339951963128981	0.0322983797226585	0.0016544430645351	0.0339953938949281	0.0323409508303932
0.9	0.00116089096877658	0.0232710865841702	0.0221101956153938	0.00115792397565428	0.0232775109623122	0.0221195869866581	0.00112907489952141	0.0232776454822661	0.0221485705827449
0.95	0.00058880336268885	0.0117620108463559	0.0111732074836673	0.000587301148371466	0.0117652635297298	0.0111779623813586	0.00057269453037101	0.0117653316376138	0.011192637107243
