Var1	uextS100beta0	uapxS100beta0	eS100beta0	uapxS100beta20000000000	uapxS100beta20000000000000	uextS1000beta0	uapxS1000beta0	eS1000beta0	uapxS1000beta20000000000	uapxS1000beta20000000000000	uextS10000beta0	uapxS10000beta0	eS10000beta0	uapxS10000beta20000000000	uapxS10000beta20000000000000
0.0333333333333333	0.00078749584417892	0.000787490001946006	5.84223313617686e-09	0.000395317988079819	0.000393592532267933	0.000780524439960573	0.00078051859764271	5.84231808439285e-09	0.000394302410024395	0.000392588719878092	0.000717808253200225	0.000717802437692833	5.81550761399093e-09	0.000384429866619213	0.000382828294521051
0.0666666666666667	0.00156993782525205	0.00156993198315423	5.84209804447774e-09	0.000785586717504791	0.000782135800434501	0.00155601715398745	0.00155601131336845	5.84061923131207e-09	0.00078356674692946	0.000780139312542947	0.00143078660923823	0.00143078081067078	5.79856767571503e-09	0.000763930434277345	0.000760726784519834
0.1	0.00234259356375333	0.00234259356319098	5.62571256940148e-13	0.00116607256992013	0.00116089618069838	0.00232176776002291	0.00232176775992832	9.48139136647264e-14	0.00116307043186814	0.00115792914505184	0.00213442515729723	0.00213442515727752	1.99289369728906e-14	0.00113388647290353	0.00112907973420015
0.133333333333333	0.00310108136432063	0.00310107552655635	5.83776450834364e-09	0.00153237509189774	0.00152547321418493	0.00307341629891766	0.00307341046330644	5.83561144892886e-09	0.00152842379852542	0.00152156849699099	0.00282456177705548	0.00282455602643254	5.75062316212141e-09	0.00149001320248852	0.00148360185753668
0.166666666666667	0.00384137024980191	0.00384136441108524	5.83871689148127e-09	0.00188047958333143	0.00187185219534131	0.00380695309715407	0.00380694726289854	5.83425575125668e-09	0.00187562249272794	0.00186705296008262	0.0034973808248524	0.00349737508726384	5.73758878645927e-09	0.00182840685356495	0.00182038887851918
0.2	0.00455977988735867	0.00455977989223247	4.87401612125904e-12	0.00220670448171976	0.0021963515562194	0.00451871863958786	0.00451871863959085	3.20750370708112e-15	0.00220099480030016	0.00219071076604015	0.00414941192921736	0.00414941192918115	3.64291929955129e-14	0.00214549144799921	0.00213586431185162
0.233333333333333	0.00525298061120338	0.00525297477386195	5.83734165952171e-09	0.00250770135295217	0.00249562285726189	0.00520540345469556	0.00520539762417301	5.83052276598162e-09	0.00250120155517205	0.00248920269467455	0.00477752889540284	0.00477752319332544	5.70207761649982e-09	0.00243801790402022	0.00242677856785412
0.266666666666667	0.00591799341691512	0.0059179875748357	5.84207964903632e-09	0.00278050747789035	0.00276670337388357	0.00586404800912988	0.00586404217964226	5.82948783949683e-09	0.00277328852094082	0.00275957445545273	0.00537894871855027	0.00537894302563946	5.69291102713726e-09	0.00270311442501384	0.00269025934094851
0.3	0.00655218992164919	0.00655218992194213	2.93162195907914e-13	0.00302249324529613	0.00300696348939926	0.00649204261534919	0.00649204261535921	1.02383379552151e-14	0.00301463380497714	0.00299920410160359	0.00595123070519454	0.00595123070514373	5.10390341101896e-14	0.00293823412334962	0.00292375923346377
0.333333333333333	0.00715329237550577	0.00715328654331803	5.83218796694485e-09	0.00323136214525028	0.00321410668844264	0.00708712734869721	0.00708712152173497	5.82696246115288e-09	0.00322294779280676	0.00320580196449828	0.00649227570282207	0.00649227003308963	5.66973265905824e-09	0.00314115438296328	0.00312505511809076
0.366666666666667	0.00771937370700471	0.00771936785471926	5.85228566909318e-09	0.00340520335541404	0.00338622214322763	0.00764739197592235	0.00764738614954244	5.8263801257577e-09	0.00339632552650591	0.00337746303204147	0.0070003254372426	0.00700031977283438	5.66440844489841e-09	0.00331002721964915	0.00329229849779245
0.4	0.00824885735255521	0.00824885735959795	7.04296863884846e-12	0.00354243914110742	0.00352173211362679	0.00817127589520794	0.00817127589520972	1.99666672084931e-15	0.00353319419011795	0.00351261443408863	0.00747396195756433	0.00747396195750113	6.3430163899092e-14	0.00344332759909065	0.0034239638238841
0.433333333333333	0.00874051748951388	0.00874051164515696	5.84435714233444e-09	0.00364182485136066	0.0036193919432227	0.00865756808693163	0.0086575622617627	5.82516915259568e-09	0.00363231307029039	0.00361001540308166	0.00791210718859636	0.00791210153509996	5.65349662917658e-09	0.00353985305518507	0.00351884811422944
0.466666666666667	0.00919347881449539	0.00919347296979638	5.84469923153863e-09	0.00370250150634966	0.0036783426467434	0.00910540707494079	0.00910540125002444	5.8249165716534e-09	0.00369282594638442	0.00366880966415355	0.0083140225905356	0.00831401693853632	5.65199949863204e-09	0.00359877416493712	0.00357612142767714
0.5	0.00960721666274367	0.00960721666884514	6.10169380299563e-12	0.00372394320313053	0.00369805831579693	0.0095142809001203	0.00951428090012667	6.58847976175991e-15	0.00371420863228278	0.00368847297693766	0.00867930892584168	0.00867930892576729	7.46121914252385e-14	0.00361958341383439	0.00359527572955753
0.533333333333333	0.00998155699107883	0.00998155115324785	5.83783120629289e-09	0.00370595711432347	0.00367834611755517	0.0098840271036238	0.00988402127869701	5.82492700254567e-09	0.00369626896327103	0.00366881312244752	0.0090079061332049	0.00900790047988197	5.65332315682898e-09	0.00360209506883012	0.00357612476453516
0.566666666666667	0.0103166763437912	0.0103166704996811	5.84411026863241e-09	0.00364873607821614	0.00361939888485719	0.0102148327218998	0.0102148268968305	5.82506956732509e-09	0.00363919921274503	0.00361002231977876	0.00930009330859116	0.00930008765294217	5.65564921457817e-09	0.00354649591126612	0.00351885478899881
0.6	0.0106131018526412	0.0106131018604454	7.80444632531019e-12	0.00355280600866032	0.00352174252610591	0.0105072342929446	0.0105072342929159	2.89716167722887e-14	0.00354352367550694	0.0035126248094072	0.00955648879334303	0.00955648879325996	8.32962171459783e-14	0.00345329450429023	0.00342397383867183
0.633333333333333	0.0108717113050716	0.0108717054647842	5.84028763718492e-09	0.00341902589638806	0.00338623602658425	0.0107621178724315	0.0107621120460639	5.82636783784396e-09	0.00341009868088675	0.00337747686630901	0.00977805036936497	0.00977804470015362	5.66921157241218e-09	0.00332332132013599	0.00329231185575982
0.666666666666667	0.0110937330475736	0.0110937272131641	5.83440968801585e-09	0.00324864040327721	0.00321412404272059	0.010980719062843	0.0109807132357426	5.82710062320413e-09	0.00324016505093945	0.00320581925815149	0.00996607556146456	0.00996606988609743	5.67536734968899e-09	0.00315777987523677	0.00312507182345442
0.7	0.0112807460880049	0.011280746089833	1.82835517559266e-12	0.00304322727491593	0.0030069843146533	0.0111646230510587	0.0111646230510273	3.16673770539566e-14	0.00303529571033748	0.00299922485518836	0.0101222020469347	0.0101222020468458	8.91751950060637e-14	0.0029581962555244	0.00292377929149706
0.733333333333333	0.0114346800103249	0.0114346741667718	5.84355333045627e-09	0.00280469734455137	0.00276672767017944	0.0113157646598694	0.0113157588302728	5.82959683824436e-09	0.00279739572573647	0.00275959866962416	0.0102484081725116	0.0102484024713042	5.70120765354398e-09	0.00272641949836743	0.00269028275798297
0.766666666666667	0.0115578150371221	0.0115578092036321	5.83349022559299e-09	0.00253534713301132	0.00249565062467628	0.0114364284079471	0.0114364225773173	5.83063007424112e-09	0.00252875482036512	0.00248923037019698	0.0103470135788646	0.0103470078676541	5.71121069707636e-09	0.00246467327518109	0.00242680535128171
0.8	0.0116527820580359	0.0116527820614668	3.43111476730495e-12	0.0022378062624428	0.00219638279483997	0.0115292485822494	0.0115292485822708	2.16580225975704e-14	0.00223199499563033	0.00219074190378719	0.0104206799328326	0.0104206799327385	9.43290584531908e-14	0.00217550553117906	0.002135894470127
0.833333333333333	0.011722562550176	0.0117225567093144	5.84086186014576e-09	0.00191503746289319	0.00187188690526665	0.011597209321792	0.0115972034874439	5.83434826319229e-09	0.00191007059673828	0.00186708756103716	0.0104724117676143	0.0104724060182129	5.74940161625348e-09	0.00186178912305572	0.00182042242116213
0.866666666666667	0.0117704886690717	0.011770482831289	5.83778293067327e-09	0.00157038917938246	0.00152551139552461	0.0116436447108015	0.0116436388750387	5.83576304294398e-09	0.00156632089859635	0.00152160656224524	0.0105055574311934	0.0105055516679131	5.76328055591768e-09	0.00152677419595218	0.00148363879513551
0.9	0.0118002432373032	0.0118002432399892	2.68622971089094e-12	0.00120754298532182	0.00116093783357293	0.0116722388845858	0.0116722388845954	9.85149462007229e-15	0.00120441772425032	0.00115797067580736	0.0105238101432974	0.0105238101431997	9.79286096658427e-14	0.00117403779455853	0.00112912007841481
0.933333333333333	0.0118158597274487	0.011815853885715	5.84173396114829e-09	0.00083051359172756	0.000782180924975399	0.0116870261459923	0.0116870203051965	5.8407959649398e-09	0.000828365536779378	0.000780184310110676	0.0105312091612126	0.0105312033472822	5.81393069971903e-09	0.000807484758352015	0.000760770548085452
0.966666666666667	0.0118217223132433	0.0118217164722045	5.84103898755572e-09	0.000443701462938342	0.000393641128617616	0.0116923910921685	0.0116923852495843	5.84258439198515e-09	0.000442554111449695	0.000392637185678416	0.0105321410548429	0.0105321352231185	5.83172465526416e-09	0.000431400941752652	0.000382875491252314
1	0.0118225658638949	0.0118225658682277	4.333091177533e-12	5.18402282199414e-05	5.20683118666798e-08	0.0116930687534023	0.011693068753385	1.74964209787021e-14	5.17061361021585e-05	5.19355627776375e-08	0.0105313410913892	0.0105313410912908	9.85878045867139e-14	5.04026533917435e-05	5.06447953384685e-08
