Var1	uextS100beta0	uapxS100beta0	eS100beta0	uapxS100beta20000000000	uapxS100beta20000000000000	uextS1000beta0	uapxS1000beta0	eS1000beta0	uapxS1000beta20000000000	uapxS1000beta20000000000000	uextS10000beta0	uapxS10000beta0	eS10000beta0	uapxS10000beta20000000000	uapxS10000beta20000000000000
0.55	0.0101539945546847	0.0101539797853992	1.47692856746623e-08	0.00368221810878975	0.00365374402496126	0.0100542721439467	0.0100542575342557	1.46096912779364e-08	0.0036725927162753	0.00364427646111198	0.0091585202813893	0.00915850714653133	1.31348581941526e-08	0.00357902885147287	0.00355222419618103
0.6	0.0106131018526412	0.0106131018738713	2.12303768315492e-11	0.00355280602210349	0.00352174253954915	0.0105072342929446	0.0105072344250949	1.32150507550777e-10	0.00354352380923192	0.00351262494313561	0.00955648879334303	0.00955648993578577	1.14244296141319e-09	0.00345329577363936	0.00342397510832907
0.65	0.0109872051666571	0.0109871903970379	1.47696194389285e-08	0.00333831022594121	0.0033046571240396	0.0108758628861239	0.0108758482607147	1.46254093905118e-08	0.0033295972629075	0.00329611359134607	0.00987616063643149	0.00987614732956173	1.33068699809114e-08	0.00324490244025024	0.00321304493959985
0.7	0.0112807460880049	0.0112807461015759	1.35712587001624e-11	0.00304322728667887	0.0030069843264163	0.0111646230510587	0.0111646231662469	1.15188443852721e-10	0.00303529582736248	0.00299922497221737	0.0101222020469347	0.0101222030096716	9.62737143478387e-10	0.00295819736770368	0.00292378040404032
0.75	0.0114999411721328	0.0114999263967371	1.47753959033048e-08	0.00267371043290675	0.00263487735687572	0.0113797498221402	0.0113797351658525	1.46562878760442e-08	0.00266675411615875	0.00262809351556732	0.0103010026369699	0.0103009890114215	1.36255485436165e-08	0.00259913430382125	0.00256213343212189
0.8	0.0116527820580359	0.0116527820704064	1.2370755461677e-11	0.00223780627140525	0.00219638280380247	0.0115292485822494	0.0115292486693869	8.7137725854336e-11	0.00223199508481184	0.0021907419929733	0.0104206799328326	0.0104206806094577	6.7662536684665e-10	0.00217550638043446	0.00213589531980438
0.85	0.0117490354568872	0.0117490206672262	1.47896612491538e-08	0.00174521816529673	0.00170120401192129	0.0116228956323283	0.0116228809296991	1.47026294316371e-08	0.0017406944908108	0.00169684597780418	0.0104910851406324	0.0104910710481824	1.40924501339235e-08	0.00169672107300458	0.00165447168925686
0.9	0.0118002432373032	0.0118002432450052	7.70222774448825e-12	0.00120754299036334	0.00116093783861451	0.0116722388845858	0.0116722389324477	4.78621604155238e-11	0.00120441777442897	0.00115797072599119	0.0105238101432974	0.0105238104257865	2.82489292374732e-10	0.00117403827361718	0.00112912055795592
0.95	0.0118197225560834	0.01181970775956	1.47965236660386e-08	0.000638034519923935	0.000588838038799047	0.0116905986840976	0.0116905839198188	1.47642790441355e-08	0.000636384585942385	0.000587335703261753	0.0105321957339348	0.0105321810240723	1.47098627792386e-08	0.000620345917483226	0.000572727966612015
1	0.0118225658638949	0.0118225658681994	4.30478049040506e-12	5.18402282198814e-05	5.20683118666191e-08	0.0116930687534023	0.011693068750791	2.61149088465196e-12	5.1706136096408e-05	5.19355627718875e-08	0.0105313410913892	0.0105313408694808	2.21908649442049e-10	5.04026528454596e-05	5.06447947920475e-08
