Var1	uextS100	uapxS100	eS100	uextS1000	uapxS1000	eS1000	uextS10000	uapxS10000	eS10000
0.025	0.00029547878170888	0.0118155447942962	0.0115200660125875	0.00029472532219188	0.0118188077084807	0.011524082386289	0.000287399128938048	0.0118188760305871	0.0115314769016493
0.05	0.00058880336268885	0.0235661913447269	0.0229773879820383	0.000587301148371466	0.0235726968011537	0.0229853956527825	0.00057269453037101	0.0235728330188003	0.0230001384884295
0.075	0.000877921274877735	0.0351065858419432	0.0342286645670657	0.000875679669647411	0.035116293225215	0.0342406135555678	0.000853883830105318	0.0351164964879592	0.0342626126578541
0.1	0.00116089096877658	0.0464622725765798	0.0453013816078034	0.00115792397565428	0.0464751213557697	0.0453171973801156	0.00112907489952141	0.0464753903961591	0.0453463154966379
0.125	0.00143588193282085	0.057419093756512	0.0559832118236913	0.00143220802065969	0.0574350038526298	0.0560027958319704	0.00139648551961358	0.0574353369938962	0.0560388514742829
0.15	0.00170117454558749	0.0680847126814255	0.0663835381358383	0.00169681659023979	0.0681035850903435	0.0664067685001039	0.0016544430645351	0.0681039802594459	0.066449537194911
0.175	0.00195516017811315	0.0781850448951841	0.0762298847170712	0.00195014527193393	0.0782067622674105	0.0762566169954768	0.00190138420461095	0.0782072170071747	0.076305832802564
0.2	0.00219634114841938	0.0879009943791959	0.0857046532307768	0.0021907004258992	0.0879254219030901	0.0857347214771911	0.0021358546287531	0.0879259333907021	0.0857900787619492
0.225	0.00242333071582834	0.0969074273951205	0.0944840966792924	0.00241709915854926	0.0969344135624328	0.0945173144038838	0.00235650878623206	0.0969349786254679	0.094578469839236
0.25	0.00263485309233147	0.105449610341802	0.102814757249471	0.00262806929825388	0.105478988056469	0.102850918758215	0.00256210964776438	0.105479603196108	0.102917493548344
0.275	0.0028297434482738	0.113160237643545	0.110330494195272	0.0028224493725304	0.113191825146453	0.110369375773923	0.00275152848586346	0.113192486556848	0.110440958070985
0.3	0.00300694787824796	0.120340059915382	0.117333112037135	0.00299918858779336	0.120373662084037	0.117374473496244	0.00292374467442835	0.120374365679522	0.117450621005094
0.325	0.00316552341814713	0.12658847725215	0.123422953834003	0.00315734680995661	0.126623886658125	0.123466539848169	0.003077845507514	0.12662462809536	0.123546782587846
0.35	0.00330463806221815	0.132252846346858	0.12894820828464	0.0032960945485172	0.132289844711635	0.128993750163118	0.00321302603727913	0.132290619420087	0.129077593382808
0.375	0.00342357073463972	0.136908150535796	0.133484579801156	0.00341471294127871	0.136946509894356	0.133531796953077	0.00332858893105747	0.136947313100666	0.133618724169609
0.4	0.00352171129520684	0.140939474514778	0.137417763219571	0.00351259374205881	0.140978958792901	0.137466365050843	0.00342394434753857	0.140979785553913	0.137555841206374
0.425	0.00359856052227769	0.143906262495501	0.140307701973223	0.00358923930960486	0.143946628752977	0.140357389443372	0.00349860983203643	0.143947473981763	0.140448864149726
0.45	0.00365373016961712	0.146222449164439	0.142568718994822	0.00364426259856998	0.146263449259118	0.142619186660548	0.00355221023082608	0.146264307759827	0.142712097529001
0.475	0.00368694289250016	0.147440817305687	0.143753874413187	0.00367738715283395	0.147482199189762	0.143804812036928	0.0035844776245324	0.147483065684764	0.143898588060232
