Var1	uextS100beta0	uapxS100beta0	eS100beta0	uapxS100beta20000000000	uapxS100beta20000000000000	uextS1000beta0	uapxS1000beta0	eS1000beta0	uapxS1000beta20000000000	uapxS1000beta20000000000000	uextS10000beta0	uapxS10000beta0	eS10000beta0	uapxS10000beta20000000000	uapxS10000beta20000000000000
0.0166666666666667	0.000394070178799666	0.000394069818177281	3.60622606646391e-10	0.000197983888613885	0.000197121161048372	0.000390583094542762	0.000390582729262108	3.65280876347355e-10	0.000197475397395031	0.000196618555702716	0.000359212370578899	0.000359212006176771	3.64402349603814e-10	0.000192532297078322	0.000191731542623419
0.0333333333333333	0.00078749584417892	0.00078749548179702	3.62382122031345e-10	0.00039532346793069	0.000393598012118848	0.000780524439960573	0.000780524074826656	3.65134139286918e-10	0.000394307887201479	0.000392594197055151	0.000717808253200225	0.000717807889358567	3.63841879693315e-10	0.000384435317681616	0.000382833745580509
0.05	0.00117965255981289	0.00117965256431617	4.50350303923819e-12	0.000591394156667713	0.000588805971247914	0.0011692023763743	0.00116920237634541	2.91110451716703e-14	0.000589874285167723	0.000587303733043929	0.00107519120527622	0.00107519120527544	9.9399655173471e-16	0.000575099462992227	0.000572696946857183
0.0666666666666667	0.00156993782525205	0.00156993746284524	3.62407041442497e-10	0.000785592197195544	0.000782141280125343	0.00155601715398745	0.00155601678895925	3.65028431526665e-10	0.000783572222509355	0.0007801447881228	0.00143078660923823	0.00143078624709031	3.62148141769963e-10	0.000763935869734649	0.00076073221997242
0.0833333333333333	0.0019577710475005	0.00195777068552541	3.61975311270052e-10	0.000977337942915103	0.000973024291471236	0.00194039092924925	0.00194039056429946	3.64950013568774e-10	0.000974823426892698	0.000970539083196055	0.00178404162719303	0.00178404126554419	3.61649063126968e-10	0.000950379628785713	0.000946374592581081
0.1	0.00234259356375333	0.00234259356319113	5.62419902316869e-13	0.00116607256992005	0.00116089618069843	0.00232176776002291	0.00232176775992806	9.50702190583019e-14	0.00116307043186815	0.00115792914505186	0.00213442515729723	0.00213442515729574	1.70653421949218e-15	0.0011338864729131	0.00112907973420953
0.116666666666667	0.00272386861865925	0.00272386824902049	3.69638986086329e-10	0.00135125807664715	0.00134521894556287	0.00269961360075399	0.00269961323585939	3.64894827895035e-10	0.00134777657338223	0.00134177830287426	0.00248142779184146	0.00248142743169129	3.60150391714303e-10	0.00131393274272172	0.00130832392219806
0.133333333333333	0.00310108136432063	0.00310108100576743	3.58553426966363e-10	0.00153238057110821	0.00152547869339554	0.00307341629891766	0.00307341593412047	3.64797415799284e-10	0.00152842926931482	0.00152157396778029	0.00282456177705548	0.00282456141734334	3.59712363628278e-10	0.00149001859122869	0.00148360724626624
0.15	0.00347373891713687	0.00347373891767601	5.39362825235923e-13	0.00170894698280433	0.00170118235301672	0.00344268559075545	0.0034426855906988	5.68720417981616e-14	0.0017045367314253	0.00169682434476615	0.00316336097461356	0.00316336097461274	1.0395330429791e-15	0.00166166469621073	0.00165445032085967
0.166666666666667	0.00384137024980191	0.003841369890172	3.59630132965028e-10	0.00188048506241739	0.00187185767442745	0.00380695309715407	0.00380695273247482	3.64679466312301e-10	0.00187562796227558	0.00186705842963014	0.0034973808248524	0.00349738046644342	3.58409209862826e-10	0.00182841223021396	0.0018203942551558
0.183333333333333	0.00420352629362242	0.00420352593697339	3.56649250063401e-10	0.00204654666892031	0.0020370565159198	0.00416577232023485	0.00416577195557439	3.64660684461227e-10	0.00204125603355387	0.00203182928729636	0.00382619831168318	0.00382619795365156	3.58031844623075e-10	0.00198982605336982	0.00198100384586801
0.2	0.00455977988735867	0.00455977989223305	4.87459985570871e-12	0.0022067044817197	0.00219635155621955	0.00451871863958786	0.00451871863959036	2.71744432511767e-15	0.00220099480030021	0.00219071076604022	0.00414941192921736	0.00414941192921556	2.02789174341689e-15	0.00214549144801618	0.00213586431186824
0.216666666666667	0.00490972577154025	0.00490972541027147	3.61269006030063e-10	0.00236055200038852	0.0023493362942188	0.00486538930935865	0.00486538894492583	3.64433038434198e-10	0.00235443889824016	0.00234329749482207	0.00446664165007604	0.00446664129315455	3.56921715273517e-10	0.00229501409274933	0.00228458126823508
0.233333333333333	0.00525298061120338	0.00525298025258896	3.58614644056787e-10	0.00250770683167796	0.00249562833598788	0.00520540345469556	0.00520540309017146	3.6452432305295e-10	0.00250120702112804	0.00248920816063035	0.00477752889540284	0.00477752853879801	3.56605048441871e-10	0.00243802324574854	0.00242678390956414
