Var1	uextS100	uapxS100	eS100	uextS1000	uapxS1000	eS1000	uextS10000	uapxS10000	eS10000
0.0166666666666667	0.000197120652956073	0.0118272415702177	0.0116301209172618	0.000196618059220555	0.0118305063752651	0.0116338883160448	0.000191731101595316	0.011830574736963	0.0116388436353679
0.0333333333333333	0.000393596639014504	0.0236125997782797	0.0232190031392654	0.000392592839162376	0.0236191203233103	0.0232265274841481	0.000382832498505348	0.0236192568568933	0.0232364243583882
0.05	0.00058880336268885	0.0353375731982329	0.0347487698355443	0.000587301148371466	0.0353473313838432	0.034760030235472	0.00057269453037101	0.0353475357103296	0.0347748411799588
0.0666666666666667	0.000782138175736691	0.0469251648409264	0.0461430266651899	0.000780141706897553	0.0469381335818926	0.0461579918749953	0.000760729359770007	0.0469384051341471	0.0461776757743773
0.0833333333333333	0.000973020320316209	0.0583752295927704	0.0574022092724544	0.000970535140396578	0.0583913729212212	0.0574208377808249	0.000946370925819728	0.0583917109461154	0.0574453400202959
0.1	0.00116089096877658	0.0696712142607196	0.0685103232919432	0.00115792397565428	0.0696904874313422	0.0685325634556882	0.00112907489952141	0.0696908909919574	0.0685618160924362
0.116666666666667	0.00134521323502668	0.0807068697005311	0.0793616564655047	0.00134177263667823	0.080729219311649	0.079387446674971	0.00130831864078873	0.0807296872898113	0.0794213686490228
0.133333333333333	0.00152547212337595	0.0915198755684689	0.0899944034450931	0.00152156743986609	0.0915452397577644	0.0900236723178986	0.00148360115721591	0.091545770858143	0.0900621697009273
0.15	0.00170117454558749	0.10209562666626	0.100394452120673	0.00169681659023979	0.10212393528224	0.100427118692	0.0016544430645351	0.102124528035937	0.100470084971402
0.166666666666667	0.00187184936635276	0.112302567171911	0.110430717805558	0.00186705017796385	0.112333741959377	0.110466691781413	0.0018203865487898	0.112334394727812	0.110514008179022
0.183333333333333	0.00203704734076382	0.122212255585947	0.120175208245183	0.00203182017372683	0.122246210463377	0.12021439028965	0.00198099533020279	0.122246921444093	0.12026592611389
0.2	0.00219634114841938	0.131812034494752	0.129615693346333	0.0021907004258992	0.131848675783859	0.12965797535796	0.0021358546287531	0.131849443015332	0.129713588386579
0.216666666666667	0.00234932538205612	0.140948986903942	0.138599661521886	0.00234328665712269	0.140988213571371	0.138644926914249	0.0022845711314381	0.140989034938067	0.138704463806629
0.233333333333333	0.00249561654754871	0.14972460426073	0.147228987713182	0.00248919646075763	0.14976630826621	0.147277111805453	0.00242677296123528	0.149767181505878	0.147340408544643
0.25	0.00263485309233147	0.158128176754061	0.15549332366173	0.00262806929825388	0.158172243329888	0.155544174031635	0.00256210964776438	0.158173166039411	0.155611056391647
0.266666666666667	0.00276669533718632	0.165989371750539	0.163222676413353	0.00275956649602449	0.166035679691333	0.163276113195309	0.00269025209961704	0.166036649332795	0.163346397233178
0.283333333333333	0.00289082554445486	0.173435667774509	0.170544842230055	0.00288337124288773	0.173484089845249	0.170600718602362	0.0028108925783954	0.173485103754479	0.170674211176084
0.3	0.00300694787256361	0.180458302463396	0.177451354590832	0.0029991885877223	0.180508705720663	0.177509517132941	0.00292374467442791	0.180509761113961	0.177586016439534
0.316666666666667	0.00311478842149882	0.186873473106186	0.183758684684687	0.00310674543683831	0.186925719227814	0.183818973790976	0.0030285432841608	0.186926813208855	0.183898269924694
0.333333333333333	0.00321409518164728	0.19283069946282	0.189616604281173	0.00320579055212988	0.192884645204922	0.189678854652792	0.00312504458924145	0.192885774774323	0.189760730185082
0.35	0.00330463806221815	0.198323166493136	0.195018528430918	0.0032960945485172	0.198378664044945	0.195082569496428	0.00321302603727913	0.198379826107698	0.195166800070419
0.366666666666667	0.0033862088969272	0.203157546997917	0.19977133810099	0.00337744989295175	0.20321444434316	0.199836994450209	0.00329228632427903	0.203215635716198	0.199923349391919
0.383333333333333	0.00345862142125952	0.207501456159173	0.204042834737913	0.00344967090235571	0.207559597571208	0.204109926668853	0.00336264537875985	0.20756081499377	0.20419816961501
0.4	0.00352171129520684	0.211350026161107	0.2078283148659	0.00351259374205881	0.211409252583191	0.207896658841133	0.00342394434753857	0.211410492724787	0.207986548377249
0.416666666666667	0.00357533606347715	0.214504350933724	0.210929014870247	0.00356607642480356	0.214564500363949	0.210998423939146	0.00347604558319858	0.214565759832421	0.211089714249222
0.433333333333333	0.00361937523507549	0.217146195295594	0.213526820060519	0.00360999880889779	0.217207103309241	0.213597104500343	0.00351883263322827	0.217208378661698	0.21368954602847
0.45	0.00365373016961712	0.219272638585253	0.215618908415636	0.00364426259856998	0.219334138732324	0.215689876133755	0.00355221023082608	0.219335426483469	0.215783216252643
0.466666666666667	0.00367832420238301	0.220683141507367	0.217004817304984	0.00366879134176656	0.22074506571292	0.217076274371154	0.00357610428738964	0.220746362343429	0.21717025805604
0.483333333333333	0.00369310251926436	0.22156967275957	0.217876570240306	0.00368353043086245	0.221631851862403	0.217948321431541	0.00359046188666046	0.221633153830209	0.218042691943548
0.5	0.00369803228750243	0.22193125879271	0.218233226505208	0.00368844710102678	0.221993522951992	0.218305075850965	0.00359525128055571	0.221994826700795	0.218399575420239
0.516666666666667	0.0036931025249487	0.22156967275957	0.217876570234621	0.00368353043086245	0.221631851862403	0.217948321431541	0.00359046188666046	0.221633153830208	0.218042691943548
0.533333333333333	0.00367832420238301	0.220683141507366	0.217004817304984	0.00366879134176656	0.220745065712921	0.217076274371154	0.00357610428738964	0.220746362343428	0.217170258056039
0.55	0.00365373016961712	0.219272638585252	0.215618908415635	0.00364426259849893	0.219334138732325	0.215689876133826	0.00355221023082608	0.219335426483467	0.215783216252641
