782  3  0
   1      10    33    12
   2      15    13    17
   3      49    46    55
   4     211     6   212
   5      12     8    19
   6     136   141   143
   7      34    22    24
   8     376    60    42
   9      72    78     9
  10       8    13    15
  11      19    18    20
  12      46    47    45
  13       1    43    26
  14      35    33    34
  15      39    24     7
  16      16    17    33
  17      20    21    10
  18      78   212    16
  19      10    12    20
  20      74    48    62
  21       8    12    13
  22     212    17    16
  23      33    17    13
  24      21    41    22
  25     380    19    11
  26       8    11    19
  27      19    20    12
  28      21    20    18
  29      29    21    18
  30      29    38    21
  31      24    22     7
  32      10    21    22
  33      39     7    27
  34      23    35    34
  35      59    30    54
  36      24    23    34
  37      44    71    31
  38      23    24    39
  39       1    26   381
  40      40   374   375
  41      60    65    82
  42     103   102   101
  43       7    41    32
  44      74    62    61
  45      11   383   380
  46      14   375    43
  47      21    38    41
  48      23    57    73
  49      91    31    51
  50      28    31    32
  51      41     7    22
  52     152   160   153
  53      12    33    13
  54      22    34    10
  55      23     9    35
  56      10    34    33
  57      78    35     9
  58      33    35    16
  59      39    57    23
  60      80   145   147
  61      32    41    37
  62      27    32    31
  63     374    40    38
  64      37    49    28
  65     116    79    85
  66      57    59    58
  67      37    38    40
  68      38    29   374
  69      37    41    38
  70      28    32    37
  71      37    40    46
  72     105    70   104
  73     380   383   382
  74     375   374   382
  75      89    28    49
  76      74    64    77
  77      14    47    40
  78      55    89    49
  79     102   103     2
  80      45    47    14
  81      46    40    47
  82      87    97   364
  83      31    71    27
  84      37    46    49
  85      45    55    46
  86      55    52    53
  87      76    65    69
  88     107    93    92
  89     212    78    36
  90      32    27     7
  91      98   137   149
  92      62    57    58
  93      73    74    77
  94      52    55    45
  95      55    53    89
  96      71    59    39
  97      59    54    58
  98      57    39    59
  99      57    48    73
 100      59    71    30
 101      65    60    61
 102      71    39    27
 103      54    56    70
 104      84    83    68
 105      73    77     9
 106      62    69    61
 107      25    74    61
 108      57    62    48
 109      69    62    58
 110      51    31    28
 111      65    76    66
 112      82    81    60
 113      80   170   145
 114      69    65    61
 115      79    84    85
 116      54    70    76
 117      65    66    82
 118      83   100    67
 119     167   376    42
 120      30    56    54
 121      68    67    94
 122      44    31    91
 123      58    54    69
 124      68    95    84
 125      70    66    76
 126      30    71    44
 127      73     9    23
 128       9    77    72
 129      74    25   376
 130      80    77    64
 131     189   157   182
 132     145   213   147
 133      51    93    91
 134      78    72    36
 135      84    79    88
 136     107    30    44
 137      25    61    60
 138      78    16    35
 139      74    73    48
 140     167   170    64
 141      72    77    80
 142      54    76    69
 143      68    83    67
 144      64   170    80
 145     143   158   136
 146      60    81   201
 147      66    68    82
 148      82    68    94
 149     300   301   297
 150      84    88    83
 151      66    95    68
 152      95    66    70
 153     104    70    56
 154     108    85   105
 155     131   132   133
 156     118   132   122
 157      87    88    97
 158     123   118   122
 159      97    88    79
 160      88    87   123
 161     101    89    53
 162      28    89    51
 163     101    51    89
 164      93   101    92
 165      44    91   107
 166      63   112   111
 167     112   115   111
 168     101    93    51
 169      92   115   107
 170     162    94    67
 171      82    94    81
 172     105    95    70
 173      84    95    85
 174      56   106   104
 175     110   120   117
 176     116    85   108
 177     111   109    90
 178     137    98   132
 179     155   154   153
 180     123   100    83
 181     138   152   140
 182     123    83    88
 183     155   100    99
 184       2   103    52
 185     109   101   102
 186     109   102    90
 187     103    53    52
