Var1	uext	uapx	e
0.0666666666666667	0.0391069087868345	0.0391022328961953	4.67589063947449e-06
0.133333333333333	0.0762736061687974	0.0762689303299526	4.67583884498912e-06
0.2	0.109817057420969	0.109817057364439	5.65303220900759e-11
0.266666666666667	0.138334766859316	0.138330091912959	4.67494635694732e-06
0.333333333333333	0.160704759082364	0.160700084253589	4.67482877566927e-06
0.4	0.176085564760342	0.176085564729139	3.12035952632073e-11
0.466666666666667	0.18391621011915	0.183911535323353	4.67479579818741e-06
0.533333333333333	0.18391621011915	0.183911535323353	4.67479579818741e-06
0.6	0.176085564760342	0.176085564729139	3.12036230187829e-11
0.666666666666667	0.160704759082364	0.160700084253588	4.67482877578029e-06
0.733333333333333	0.138334766859316	0.138330091912959	4.6749463570861e-06
0.8	0.109817057420969	0.109817057364439	5.6530460867954e-11
0.866666666666667	0.0762736058845803	0.0762689303299526	4.67555462797808e-06
0.933333333333333	0.0391069087868345	0.0391022328961952	4.67589063955082e-06
