x	uextbe1	uapxbe1	ebe1	uextbe8	uapxbe8	ebe8	uextbe64	uapxbe64	ebe64
0.0099009900990099	0.00579076546286407	0.00580721631638701	1.64508535231553e-05	2.7661248448009e-05	3.59209639103597e-05	8.25971546257273e-06	1.41857324916126e-28	1.87257398952943e-22	2.22044792182288e-16
0.0198019801980198	0.0116391500095335	0.0116719298240254	3.27798144920555e-05	5.76025958538205e-05	7.46871526849064e-05	1.70845568313079e-05	4.09187676302819e-28	4.9317295169785e-22	2.22045098097574e-16
0.0297029702970297	0.0175457269595187	0.0175947098020364	4.89828425179403e-05	9.00119893112595e-05	0.000116523930669318	2.65119413582807e-05	9.12972142947648e-28	9.92935983409826e-22	2.22045597860102e-16
0.0396039603960396	0.0235110753369543	0.0235761311659683	6.50558290142544e-05	0.000125092868272479	0.000161674512850515	3.65816445782584e-05	1.86235476080646e-27	1.80938054016702e-21	2.22046414303709e-16
0.0495049504950495	0.0295357799273626	0.0296167745236025	8.09945962401727e-05	0.000163065441573113	0.000210401378768836	4.73359371959453e-05	3.65146779379701e-27	3.14317610318619e-21	2.22047748097483e-16
0.0594059405940594	0.0356204313349788	0.0357172262313123	9.67948963337129e-05	0.000204168069721799	0.000262987798423262	5.8819728701685e-05	7.02305411168833e-27	5.32214905267295e-21	2.22049927067061e-16
0.0693069306930693	0.0417656260406498	0.0418780784509796	0.000112452410330054	0.000248658761130931	0.000319739479040415	7.10807179097058e-05	1.33768138179662e-26	8.88185733648796e-21	2.22053486768991e-16
0.0792079207920792	0.0479719664603058	0.0480999292074753	0.000127962747169814	0.000296816791680758	0.000380986342280709	8.41695506001722e-05	2.53504839538592e-26	1.46972223546016e-20	2.22059302122035e-16
0.0891089108910891	0.0542400610040164	0.0543833824467086	0.000143321442692489	0.000348944457783112	0.000447084442213303	9.8139984430413e-05	4.79148841123226e-26	2.41975711465694e-20	2.22068802448263e-16
0.099009900990099	0.060570524135633	0.0607290480942512	0.000158523958618394	0.00040536897394905	0.000518418035209865	0.000113049061261037	9.04375316157809e-26	3.97179429354277e-20	2.22084322777529e-16
0.108910891089109	0.0669639764330253	0.0671375421145417	0.00017356568151658	0.000466444526771785	0.000595401813790313	0.00012895728701875	1.70571527556513e-25	6.50730057588101e-20	2.22109677760219e-16
0.118811881188119	0.0734210446489159	0.0736094865706766	0.000188441921760887	0.000532554498218107	0.000678483317406836	0.000145928819188951	3.21584168641645e-25	1.06494643044534e-19	2.22151099246492e-16
0.128712871287129	0.0799423617723224	0.0801455096847931	0.000203147912470919	0.000604113872184291	0.000768145534181103	0.000164031661997034	6.06167727714044e-25	1.74163654451904e-19	2.22218767973315e-16
0.138613861386139	0.0865285670906082	0.0867462458990493	0.000217678808441313	0.000681571839422864	0.000864909708719669	0.000183337869297027	1.14246589131386e-24	2.84712039424341e-19	2.2232931582199e-16
0.148514851485149	0.0931803062521532	0.0934123359372091	0.000232029685056173	0.000765414617191812	0.000969338372330597	0.000203923755139007	2.15312062210019e-24	4.6531088616149e-19	2.22509913658072e-16
0.158415841584158	0.0998982313296462	0.100144426866836	0.000246195537189783	0.000856168501325665	0.00108203861325724	0.000225870111931799	4.05770104804208e-24	7.60348606078615e-19	2.22804949473409e-16
0.168316831683168	0.106683000884009	0.106943172162102	0.000260171278093774	0.000954403169886839	0.00120366560594045	0.000249262436053836	7.64688584912516e-24	1.24234092079471e-18	2.2328693819894e-16
0.178217821782178	0.113535280028953	0.113809231767223	0.000273951738270078	0.00106073525913484	0.00133492641982629	0.000274191160691675	1.44107102384024e-23	2.02975410820219e-18	2.24074344622523e-16
0.188118811881188	0.120455740496184	0.120743272160513	0.000287531664329099	0.00117583223426032	0.00147658412986151	0.000300751895601411	2.71571479128226e-23	3.31612218664016e-18	2.25360699954524e-16
0.198019801980198	0.12744506070125	0.127745966419084	0.000300905717833894	0.00130041657918124	0.00162946225257278	0.000329045673391763	5.11778297101569e-23	5.41761459200911e-18	2.27462168339211e-16
0.207920792079208	0.134503925810046	0.134817994284174	0.000314068474128987	0.00143527033170126	0.00179444953351861	0.000359179201817566	9.64448422470566e-23	8.85074574929503e-18	2.30895254229484e-16
0.217821782178218	0.141633027805982	0.141960042227137	0.000327014421155375	0.00158123999249833	0.00197250511394529	0.000391265121447182	1.81750598399375e-22	1.44593263527819e-17	2.36503749527215e-16
0.227722772277228	0.148833065557821	0.14917280351607	0.000339737958249348	0.00173924183875803	0.002164664106683	0.000425422267925197	3.42509429718028e-22	2.36218590218447e-17	2.45666121437446e-16
0.237623762376238	0.156104744888184	0.156456978283111	0.000352233394927071	0.00191026767580631	0.00237204361369697	0.000461775937890883	6.45459699577827e-22	3.85903529861551e-17	2.60634312451487e-16
0.247524752475248	0.163448778642748	0.1638132735924	0.000364494949652794	0.00209539106284565	0.00259584922027639	0.000500458157430966	1.21636995847491e-21	6.30438332248801e-17	2.85087221779953e-16
0.257425742574257	0.17086588676012	0.171242403508712	0.00037651674859232	0.00229577405187464	0.00283738200361459	0.000541607951740172	2.29225123715731e-21	1.02992588070322e-16	3.25034900744116e-16
0.267326732673267	0.178356796342419	0.17874508916677	0.000388292824350461	0.00251267448209234	0.00309804609652412	0.000585371614432008	4.31975119495354e-21	1.68255405392083e-16	3.9029569056592e-16
0.277227722772277	0.185922241726552	0.186322058841243	0.000399817114691975	0.00274745387557577	0.00337935685025817	0.000631902974682627	8.14057804668389e-21	2.74872879234565e-16	4.96909343581549e-16
0.287128712871287	0.193562964556198	0.193974048017445	0.000411083461247241	0.003001585983793	0.00368294964389195	0.000681363660099173	1.53409322438655e-20	4.49049940462381e-16	6.71079204455168e-16
0.297029702970297	0.201279713854516	0.201701799462717	0.000422085608200867	0.00327666603859982	0.00401058939147692	0.000733923352877322	2.89100110262217e-20	7.33596624646437e-16	9.55612319560442e-16
0.306930693069307	0.209073246097573	0.209506063298537	0.000432817200963775	0.00357442076579015	0.00436418080223694	0.000789760036447014	5.44809612822324e-20	1.19845011861049e-15	1.42044024257424e-15
0.316831683168317	0.216944325288496	0.217387597073325	0.000443271784829197	0.00389671922405695	0.0047457794534532	0.000849060229396472	1.02669457161968e-19	1.95786424241315e-15	2.17980617788102e-15
0.326732673267327	0.224893723032372	0.225347165835983	0.000453442803610982	0.00424558453740177	0.00515760374040935	0.000912019203007807	1.93480753257834e-19	3.19849127634819e-15	3.42034240051996e-15
0.336633663366337	0.232922218611887	0.233385542210152	0.000463323598265092	0.00462320659463926	0.00560204777286699	0.000978841178227947	3.6461478323861e-19	5.22525821297473e-15	5.44693820311653e-15
0.346534653465347	0.24103059906372	0.241503506469213	0.000472907405493272	0.0050319557957137	0.00608169529304404	0.00104973949733057	6.87117131256461e-19	8.53631310944385e-15	8.75767059723762e-15
0.356435643564356	0.249219659255698	0.249701846612028	0.00048218735633021	0.00547439793111552	0.00659933469600739	0.0011249367648921	1.29487331212072e-18	1.3945462197735e-14	1.41662119293479e-14
0.366336633663366	0.257490201964714	0.257981358439425	0.000491156474711929	0.0059533102877987	0.00715797523979953	0.00120466495200105	2.44019078856362e-18	2.27821909063294e-14	2.30017953204658e-14
0.376237623762376	0.265843037955424	0.26634284563145	0.000499807676025921	0.00647169908269849	0.00776086453953559	0.00128916545683732	4.59854336998887e-18	3.72184308758153e-14	3.74358769373704e-14
0.386138613861386	0.274278986059732	0.274787119825376	0.000508133765644403	0.00703281833328285	0.00841150744717154	0.00137868911388891	8.66596219626336e-18	6.08023872616091e-14	6.10157659043379e-14
0.396039603960396	0.282798873257052	0.283315000694489	0.000516127437437841	0.00764019028359134	0.00911368642669945	0.00147349614310833	1.63310193563904e-17	9.93306328423615e-14	9.95363464279301e-14
0.405940594059406	0.291403534755383	0.291927316027653	0.000523781272270596	0.00829762751397928	0.00987148354321967	0.0015738560292406	3.07758316015626e-17	1.62272816216858e-13	1.62464084990181e-13
0.415841584158416	0.300093814073183	0.30062490180966	0.000531087736477143	0.00900925687335394	0.0106893041937217	0.00168004732036796	5.79971029423261e-17	2.65099155393015e-13	2.65263202894998e-13
0.425742574257426	0.308870563122061	0.30940860230238	0.000538039180319416	0.00977954538412957	0.0115719027175308	0.00179235733340144	1.09295631495726e-16	4.33082778799609e-13	4.33195527773038e-13
0.435643564356436	0.317734642290287	0.318279270126712	0.000544627836425171	0.0106133282825113	0.012524410035305	0.00191108175279388	2.05967789044932e-16	7.07511470503451e-13	7.07527547319331e-13
0.445544554455446	0.326686920527138	0.327237766345343	0.000550845818205858	0.0115158393701216	0.0135523634772593	0.00203652410713787	3.88146621630554e-16	1.15583557081171e-12	1.155669468795e-12
0.455445544554455	0.335728275428081	0.336284960546337	0.000556685118256184	0.012492743867492	0.0146617389740219	0.00216899510653014	7.31462917487163e-16	1.88824622973113e-12	1.88773681141857e-12
0.465346534653465	0.344859593320808	0.34542173092754	0.00056213760673135	0.0135501739756464	0.0158589857972607	0.00230881182161455	1.37844301571184e-15	3.08475869232228e-12	3.08360229391149e-12
0.475247524752475	0.354081769352116	0.354648964381823	0.000567195029706757	0.014694767369004	0.0171510640520432	0.00245629668303938	2.59767802596502e-15	5.03945726982266e-12	5.03708163640162e-12
0.485148514851485	0.363395707575663	0.363967556583178	0.000571849007515113	0.0159337088612267	0.0185454851388877	0.00261177627766118	4.89532831583655e-15	8.23277672811537e-12	8.22810344440446e-12
0.495049504950495	0.372802321040593	0.373378412073656	0.000576091033062831	0.0172747755055554	0.0200503554207297	0.00277557991517454	9.22525389224416e-15	1.34495857441381e-11	1.34405825348508e-11
0.504950495049505	0.38230253188104	0.382882444351168	0.000579912470127952	0.0187263854127388	0.0216744233486583	0.0029480379359197	1.73850054348851e-14	2.19720955227891e-11	2.19549325619592e-11
0.514851485148515	0.391897271406528	0.39248057595816	0.000583304551632191	0.0202976505929922	0.0234271303203832	0.00312947972739114	3.27620700201087e-14	3.5895007537417e-11	3.58624675120018e-11
0.524752475247525	0.401587480193266	0.402173738571162	0.000586258377896665	0.0219984341536854	0.0253186655670961	0.00332023141341096	6.1740172358456e-14	5.86403588484428e-11	5.85788407206893e-11
0.534653465346535	0.411374108176353	0.411962873091224	0.000588764914871365	0.0238394122117988	0.0273600253878062	0.00352061317600765	1.16349451683371e-13	9.57986060397225e-11	9.56824786326441e-11
0.544554455445545	0.421258114742901	0.421848929735246	0.000590814992345867	0.0258321409097841	0.0295630770755032	0.00373093616571935	2.19260724256255e-13	1.56502673233397e-10	1.56283634553746e-10
0.554455445544555	0.431240468826084	0.43183286812822	0.000592399302135616	0.0279891289554991	0.0319406279067802	0.0039514989512813	4.13197178893527e-13	2.55672683995341e-10	2.55259708861053e-10
0.564356435643564	0.441322149000124	0.441915657396371	0.000593508396246667	0.0303239161415628	0.03450649959598	0.0041825834544175	7.78670731954851e-13	4.17683097616339e-10	4.16904648928989e-10
0.574257425742574	0.45150414357622	0.452098276261236	0.000594132685017068	0.0328511583370104	0.0372756086467007	0.0044244503096905	1.46740621614782e-12	6.82353575314008e-10	6.80886391142465e-10
0.584158415841584	0.461787450699429	0.462381713134665	0.000594262435236081	0.0355867194847565	0.0402640530677755	0.00467733358301924	2.7653293167748e-12	1.11473603887951e-09	1.11197093160734e-09
0.594059405940594	0.472173078446523	0.472766966214761	0.000593887768238155	0.038547771182349	0.0434892059578463	0.00494143477549753	5.21126743642192e-12	1.82110342985285e-09	1.81589238446103e-09
0.603960396039604	0.482662044924804	0.483255043582779	0.000592998657975408	0.0417529004711019	0.0469698165025761	0.00521691603147446	9.82064166071369e-12	2.97506995966078e-09	2.96524954004467e-09
0.613861386138614	0.493255378371911	0.493846963300976	0.00059158492906447	0.0452222265102164	0.050726118971641	0.00550389246142488	1.85070146187632e-11	4.86026280538661e-09	4.84175601281245e-09
0.623762376237624	0.503954117256621	0.504543753511431	0.000589636254810233	0.0489775268682749	0.0547799503491467	0.005802423480872	3.48764980876234e-11	7.94003329592881e-09	7.90515701988579e-09
0.633663366336634	0.514759310380648	0.515346452535852	0.000587142155204168	0.0530423742248624	0.0591548772813063	0.00611250305644411	6.57248153693461e-11	1.29713415230522e-08	1.29056169297275e-08
0.643564356435643	0.525672016981457	0.526256108976356	0.000584091994898728	0.057442284340414	0.0638763330793795	0.0064340487389658	1.23858517689525e-10	2.11908054584518e-08	2.10669471628069e-08
0.653465346534653	0.536693306836106	0.53727378181726	0.000580474981155099	0.0622048762231226	0.0689717655743299	0.00676688935120748	2.33411570927006e-10	3.46186425806393e-08	3.43852312317569e-08
0.663366336633663	0.547824260366109	0.548400540527877	0.000576280161768028	0.0673600454983019	0.0744707966827416	0.00711075118443993	4.39864471648044e-10	5.65552081762921e-08	5.61153439266887e-08
0.673267326732673	0.55906596874336	0.559637465166322	0.000571496422962614	0.0729401520684744	0.0804053946116216	0.00746524254314743	8.28925286993245e-10	9.23921717731507e-08	9.1563246708202e-08
0.683168316831683	0.57041953399709	0.570985646484355	0.00056611248726568	0.0789802232421604	0.0868100597031851	0.00782983646102497	1.56211100396994e-09	1.50937706362078e-07	1.49375595580153e-07
0.693069306930693	0.581886069121909	0.58244618603326	0.000560116911351827	0.0855181736064425	0.093722025000021	0.00820385139357872	2.94380063802284e-09	2.46581401482603e-07	2.43637601066625e-07
